Country,Country_code,Happiness.Scale,Happiness.Score,GDP,GINI,VoiceandAccountability,PoliticalStabilityNoViolence,GovermentEffectiveness,RegulatoryQuality,RuleofLaw,ControlofCorruption
Zambia,ZMB,3,-0.7125348033205465,-0.6375568235343397,2.4759749008475755,-0.36401415279720695,0.343453221878547,-0.6405416165007323,-0.5173043783335902,-0.26912086754277276,-0.4485611070842954
Iraq,IRQ,4,-0.7275143535743472,-0.45364581849884034,-1.0701784098292595,-1.10445588612183,-2.2706608992566997,-1.300350834250634,-1.2723840721178077,-1.591390076350882,-1.2911746360582588
Gabon,GAB,4,-0.7557116730880273,-0.3279232131313678,0.02193402280672227,-1.1106287444556424,0.12976054739803872,-0.9699777363958058,-0.8456598666798776,-0.6218450949248469,-0.7212549313115638
Ethiopia,ETH,4,-0.7601175961746564,-0.6766885952842684,0.1632662199713789,-1.5153488812073796,-1.5814586148750822,-0.7197223979171392,-1.0703748253079213,-0.3969639786433552,-0.46730886402136684
Sri Lanka,LKA,4,-0.7777408683492112,-0.503194989987683,0.25320489089434156,-0.07681921649628826,0.1604484907548997,-0.15759059547257853,-0.17472999611970844,0.11670221044429153,-0.36049080554150986
Armenia,ARM,4,-0.8341355073765799,-0.5103809121057157,-0.5433947658519034,-0.5959513501040906,-0.530093121400036,-0.10173600782555049,0.24740253506369084,-0.09620906500339647,-0.4703194826513268
India,IND,4,-0.8878864244831867,-0.6150541550302704,-0.2735787530830136,0.39147919364003275,-0.6592837290422269,0.09140611635218215,-0.3000838846047368,0.06557452255313077,-0.14604521102982615
Mauritania,MRT,4,-0.9081534185785034,-0.6573145240050782,-0.6718785814561365,-0.8456184429245311,-0.4376607066605869,-0.7412779649897183,-0.834714342867065,-0.5439094826288815,-0.6633353097512699
Congo,COG,4,-0.909034519161437,-0.6301717140068611,1.4224076128928633,-1.1811237916794721,-0.3392532707509474,-1.227552042205048,-1.4019691593833854,-1.0529101106324619,-1.2491821251557453
Georgia,GEO,4,-0.913440442248066,-0.5040582375587116,0.009085641246298775,0.26342089906747657,-0.17212632667939937,0.5823335237087068,1.038785518774712,0.39263683709201036,0.8494203064215776
Mali,MLI,4,-0.9980319806171621,-0.6735692887962793,-0.6204850552144434,-0.27817574137822415,-1.8198928857534795,-0.9642021203780746,-0.6264667854665504,-0.7236811613293739,-0.5460993387830314
Cote d'Ivoire,CIV,4,-1.0068438267904203,-0.6362854582527669,0.47162737742153826,-0.29577164036495834,-0.94586763648066,-0.7630951791992291,-0.41053712299929834,-0.5759879731521177,-0.4315653642730377
Sudan,SDN,4,-1.042971471722473,-0.5648637100267606,-0.31212389776428406,-1.916239621742119,-1.9239243440035394,-1.45382167412812,-1.6381397227091792,-1.0580848406215884,-1.4663326401685197
Ghana,GHA,4,-1.0597136433140935,-0.609596026171775,0.7285950086300045,0.6068516650466149,0.31782428448450717,-0.11744305072229497,-0.18083994703821457,0.19223702545992066,-0.1318292683323316
Ukraine,UKR,4,-1.0808613178203912,-0.5784404756324675,-1.6483555800483085,0.003131640896072502,-1.794131358551494,-0.4742073658563194,-0.3689889133997911,-0.6570552347038396,-0.6963375645487215
Uganda,UGA,4,-1.0940790870802697,-0.685142162660828,0.638656337707041,-0.6298136313665416,-0.3715677546508318,-0.6017961993267972,-0.267742070256848,-0.23801288697786538,-0.9539673832188684
Burkina Faso,BFA,4,-1.1372559568477598,-0.6832756720036226,-0.32497227932470757,0.050373791383972105,-0.7651262136179618,-0.606522231303879,-0.4941910902152719,-0.34747097786394743,-0.015327767188111054
Niger,NER,4,-1.1407807793514466,-0.6971280857499251,-0.45345609492894073,-0.4427659235800607,-1.1698444570147375,-0.6931913782322725,-0.7356850847658972,-0.621245780818461,-0.5586266618094022
Malawi,MWI,4,-1.1918881846232765,-0.6992048005663762,0.8827755873550847,-0.04209911374024665,-0.06599994786834949,-0.6892486982207613,-0.8065107466668399,-0.31276702244786436,-0.5649237840190717
Chad,TCD,4,-1.2218477053028318,-0.6822018643862827,0.7028982455091576,-1.4424490487869273,-1.2104337064174655,-1.5011088922027347,-1.279491870675316,-1.2462123352147763,-1.3520792531926464
Zimbabwe,ZWE,4,-1.2755988324954153,-0.6469961791498355,0.6900498639487349,-1.265024586577269,-0.6037657974117208,-1.223770752016317,-1.6411544197885595,-1.3308388549832586,-1.1887846636588781
Lesotho,LSO,4,-1.3346367732715843,-0.6563867724586259,2.1033718355952993,0.027113227319509874,-0.040489799646448416,-0.87468175324723,-0.3695704849748858,-0.21651179426160286,0.07016326291378748
Angola,AGO,4,-1.346091921193643,-0.5018015898725718,0.6258079561466184,-1.1571612695971174,-0.0902225366557006,-1.0577907336931542,-1.1094047127693991,-1.0534142200995693,-1.331985833651027
Botswana,BWA,4,-1.371645728872546,-0.31838230238087406,1.987736401551489,0.3896754492580835,1.3269670837072758,0.43346299680430733,0.43591408315784014,0.5794464420702226,0.9041816602605792
Benin,BEN,4,-1.4676926252496862,-0.6735489660976481,1.2810754157282067,0.3837634005948355,0.273759165465782,-0.6625635634816411,-0.5235838372804661,-0.5697426570708916,-0.4573158722335613
Madagascar,MDG,4,-1.479147773171745,-0.6933675158816998,0.6129595745861949,-0.3657944812161259,-0.13247845613811463,-1.1694910753397134,-0.7507680330637158,-0.805408299888147,-0.9654456681933067
Haiti,HTI,4,-1.5152756281897737,-0.67678722607416,0.4202338511798452,-0.7796459417396712,-0.5295379050693089,-2.1108940505992155,-1.388242824771288,-1.0371577422687324,-1.1557309215915212
Yemen,YEM,4,-1.5240872642770464,-0.6588867306227748,-0.14509493747878044,-1.7762244771921023,-2.9452520596245275,-1.9717472910835805,-1.525122282369882,-1.7080598434849144,-1.5143222725136671
South Sudan,SSD,4,-1.5258494654429218,-0.7045069573997015,1.088349692321857,-1.9061624858646462,-2.409786113958732,-2.5445421466288614,-2.031592734827179,-1.8951023780701544,-1.6362139828775601
Liberia,LBR,4,-1.57695708080072,-0.6805321168555087,-0.32497227932470757,-0.03454613043999316,-0.21438508606143608,-1.4077511152402375,-1.0089622467299264,-0.9138720044786964,-0.5996344033130498
Guinea,GIN,4,-1.5998673766448457,-0.6737536192697637,-0.5305463842914798,-0.7840738288258333,-0.42363019852920564,-1.0736104820111196,-0.8981141306377255,-1.1788491890893849,-0.9211140435931565
Togo,TGO,4,-1.6104414239839708,-0.6849488802959844,0.6772014823883115,-0.6594874716455302,-0.5669479985258872,-1.1567929974423734,-0.8489539330147305,-0.6591238156059108,-0.6171260276172469
Rwanda,RWA,4,-1.6315893085762447,-0.6776998738115836,0.7542917717508515,-1.1812585034349132,0.2671972582977239,0.2649460710718088,0.10993729337281948,0.19053994111932918,0.7366618589592514
Syrian Arab Republic,SYR,4,-1.6395198440805845,-0.6089702422442521,-0.260730371522591,-2.064763001549684,-2.5921446841571343,-1.8359766354894844,-1.9114944804607314,-2.0483745099955954,-1.4841938996621649
"Tanzania, United Republic of",TZA,4,-1.7390913528754346,-0.6678324207112563,-0.0037627403141247216,-0.31107230852127926,-0.39902696746546124,-0.6481504741872263,-0.6332642619249399,-0.3900777903977891,-0.3853580716939408
Burundi,BDI,4,-2.1303283733053826,-0.7016438282119559,0.09902431216926234,-1.6469681124898419,-1.884437103290351,-1.3763813352323775,-0.8962209399444978,-1.3473618817473119,-1.2019183789109005
